Name,Age,Season,Team,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Name-additional
Jordan Anderson,23,2022,Pittsburgh,37,117,97,12,19,3,0,0,9,1,1,10,16,0.196,0.292,0.227,0.519,22,4,4,4,2,0,,player.fcgi?id=anders001jor
Cameron Barto#,21,2022,Pittsburgh,15,17,15,3,3,2,0,0,2,0,0,2,8,0.2,0.294,0.333,0.627,5,0,0,0,0,0,,player.fcgi?id=barto-000cam
Sky Duff*,22,2022,Pittsburgh,48,224,178,34,49,9,0,2,21,1,4,41,51,0.275,0.42,0.36,0.779,64,4,4,0,1,0,,player.fcgi?id=duff--000sky
Brock Franks*,22,2022,Pittsburgh,46,184,153,27,36,7,1,9,26,0,1,13,38,0.235,0.307,0.471,0.777,72,3,5,8,5,0,,player.fcgi?id=franks000bro
C.J. Funk,20,2022,Pittsburgh,46,189,141,35,42,9,3,5,24,2,2,41,51,0.298,0.476,0.511,0.987,72,2,7,0,0,0,,player.fcgi?id=funk--000cj-
Nick Giamarusti,19,2022,Pittsburgh,23,29,25,3,2,0,0,0,1,1,1,0,14,0.08,0.172,0.08,0.252,2,0,3,0,1,0,,player.fcgi?id=giamar000nic
Kyle Hess*,23,2022,Pittsburgh,29,118,100,22,33,7,1,8,24,3,1,11,15,0.33,0.432,0.66,1.092,66,1,7,0,0,0,,player.fcgi?id=hess--000kyl
Bryce Hulett*,23,2022,Pittsburgh,56,251,204,32,58,8,1,9,34,1,2,37,42,0.284,0.404,0.466,0.87,95,7,6,1,3,1,,player.fcgi?id=hulett000bry
Luke Lambert,19,2022,Pittsburgh,23,29,28,1,7,1,0,0,2,0,0,1,11,0.25,0.276,0.286,0.562,8,0,0,0,0,0,,player.fcgi?id=lamber001luk
Tatem Levins*,23,2022,Pittsburgh,56,260,212,43,68,8,3,16,53,0,1,33,31,0.321,0.435,0.613,1.048,130,6,12,0,3,3,,player.fcgi?id=levins000tat
Johnny Long,21,2022,Pittsburgh,14,30,24,3,3,1,0,0,5,1,0,5,6,0.125,0.3,0.167,0.467,4,1,1,0,0,0,,player.fcgi?id=long--004joh
Josh Overbeek#,19,2022,Pittsburgh,21,44,35,8,7,0,0,1,3,0,2,8,11,0.2,0.341,0.286,0.627,10,1,0,0,1,0,,player.fcgi?id=overbe000jos
Dom Popa*,20,2022,Pittsburgh,35,83,61,16,16,5,1,0,8,2,0,14,20,0.262,0.444,0.377,0.821,23,0,6,2,0,1,,player.fcgi?id=popa--000dom
Tommy Tavarez,20,2022,Pittsburgh,30,101,78,18,20,3,0,4,16,1,0,20,33,0.256,0.414,0.449,0.863,35,0,1,2,0,0,,player.fcgi?id=tavare000tom
Ron Washington,23,2022,Pittsburgh,48,207,174,35,48,10,0,15,42,4,2,25,65,0.276,0.382,0.592,0.974,103,2,6,0,2,0,,player.fcgi?id=washin002ron
Jeffrey Wehler,23,2022,Pittsburgh,53,255,221,48,65,17,3,4,37,10,2,28,39,0.294,0.381,0.452,0.833,100,4,3,3,0,0,,player.fcgi?id=wehler000jef
Justin Acal,22,2023,Pittsburgh,48,205,177,26,40,9,0,10,27,3,3,19,58,0.226,0.324,0.446,0.77,79,3,7,1,1,0,,player.fcgi?id=acal--000jus
Jack Anderson,23,2023,Pittsburgh,55,254,193,44,57,10,0,6,35,1,0,55,62,0.295,0.461,0.44,0.901,85,5,5,0,1,1,,player.fcgi?id=anders014jac
Cameron Barto#,22,2023,Pittsburgh,11,4,3,4,0,0,0,0,0,0,0,1,1,0,0.25,0,0.25,0,0,0,0,0,0,,player.fcgi?id=barto-000cam
Sky Duff*,23,2023,Pittsburgh,55,277,222,54,55,15,0,5,25,3,3,47,59,0.248,0.386,0.383,0.769,85,2,5,0,3,0,,player.fcgi?id=duff--000sky
C.J. Funk,21,2023,Pittsburgh,55,252,195,48,52,14,1,13,43,4,1,49,72,0.267,0.425,0.549,0.973,107,2,6,0,2,0,,player.fcgi?id=funk--000cj-
Brett Heckert,--,2023,Pittsburgh,27,30,30,2,9,3,1,1,7,0,0,0,10,0.3,0.3,0.567,0.867,17,1,0,0,0,0,,player.fcgi?id=hecker000bre
Kyle Hess*,24,2023,Pittsburgh,45,200,171,29,56,9,6,10,42,9,2,24,34,0.327,0.415,0.626,1.041,107,3,3,0,2,0,,player.fcgi?id=hess--000kyl
Anthony LaSala,19,2023,Pittsburgh,43,148,121,15,18,5,1,1,11,2,2,12,25,0.149,0.252,0.231,0.483,28,2,5,9,1,0,,player.fcgi?id=lasala002ant
Johnny Long,22,2023,Pittsburgh,31,106,92,14,23,0,0,2,12,2,0,8,22,0.25,0.343,0.315,0.658,29,1,5,1,0,0,,player.fcgi?id=long--004joh
Carlos Martinez*,19,2023,Pittsburgh,9,15,15,1,1,1,0,0,0,0,0,0,10,0.067,0.067,0.133,0.2,2,0,0,0,0,0,,player.fcgi?id=martin029car
Noah Martinez*,23,2023,Pittsburgh,55,260,206,52,63,13,0,13,53,2,0,50,41,0.306,0.442,0.558,1.001,115,4,2,0,2,2,,player.fcgi?id=martin002noa
Jayden Melendez,20,2023,Pittsburgh,35,129,111,17,29,2,0,10,22,1,0,11,28,0.261,0.359,0.55,0.909,61,0,6,1,0,0,,player.fcgi?id=melend000jay
AJ Nessler*,19,2023,Pittsburgh,27,123,99,11,29,4,3,2,28,2,0,19,22,0.293,0.407,0.455,0.861,45,1,2,0,3,0,,player.fcgi?id=nessle000aj-
Dom Popa*,21,2023,Pittsburgh,39,116,89,19,17,3,0,2,10,2,0,20,27,0.191,0.357,0.292,0.649,26,0,3,4,0,0,,player.fcgi?id=popa--000dom
Caleb Sturtevant,19,2023,Pittsburgh,25,47,41,8,9,2,1,0,1,2,0,4,18,0.22,0.304,0.317,0.621,13,0,1,1,0,0,,player.fcgi?id=sturte000cal
Tommy Tavarez,21,2023,Pittsburgh,28,100,88,8,16,7,0,0,8,1,0,7,36,0.182,0.273,0.261,0.534,23,1,4,1,0,0,,player.fcgi?id=tavare000tom
Chris Baker*,25,2024,Pittsburgh,11,10,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,player.fcgi?id=baker-009chr
Tyler Bischke,23,2024,Pittsburgh,55,236,200,29,57,14,0,2,32,1,1,29,49,0.285,0.38,0.385,0.765,77,6,3,2,2,0,,player.fcgi?id=bischk000tyl
Keeton Burroughs,19,2024,Pittsburgh,21,38,34,8,8,1,0,0,2,0,1,3,4,0.235,0.297,0.265,0.562,9,1,0,1,0,0,,player.fcgi?id=burrou000kee
Luke Cantwell*,21,2024,Pittsburgh,55,266,186,49,62,10,0,10,44,1,1,57,40,0.333,0.515,0.548,1.063,102,5,18,0,5,0,,player.fcgi?id=cantwe001luk
Justin Fogel*,23,2024,Pittsburgh,54,224,194,36,58,11,0,5,36,0,0,24,22,0.299,0.383,0.433,0.816,84,9,3,2,1,0,,player.fcgi?id=fogel-000jus
C.J. Funk,22,2024,Pittsburgh,55,246,208,49,56,9,0,11,46,1,0,31,64,0.269,0.378,0.471,0.849,98,7,6,0,1,0,,player.fcgi?id=funk--000cj-
Turner Grau*,23,2024,Pittsburgh,40,101,87,17,22,5,0,1,16,2,0,12,21,0.253,0.34,0.345,0.685,30,2,0,1,1,0,,player.fcgi?id=grau--000tur
Jake Kendro,21,2024,Pittsburgh,50,198,165,27,41,5,0,7,27,0,1,25,68,0.248,0.367,0.406,0.773,67,2,6,2,0,0,,player.fcgi?id=kendro000jak
Anthony LaSala,20,2024,Pittsburgh,20,29,22,5,6,0,0,1,6,1,0,3,2,0.273,0.429,0.409,0.838,9,1,3,1,0,0,,player.fcgi?id=lasala002ant
Jayden Melendez,21,2024,Pittsburgh,55,250,201,44,44,4,0,16,44,1,0,38,47,0.219,0.365,0.478,0.843,96,6,9,1,1,0,,player.fcgi?id=melend000jay
Sebastian Pisacreta,20,2024,Pittsburgh,19,48,38,11,9,2,0,2,9,0,0,10,16,0.237,0.396,0.447,0.843,17,0,0,0,0,0,,player.fcgi?id=pisacr000seb
Dom Popa*,22,2024,Pittsburgh,55,251,206,49,72,13,2,1,26,6,3,26,37,0.35,0.455,0.447,0.902,92,5,14,5,0,0,,player.fcgi?id=popa--000dom
Josh Spiegel,24,2024,Pittsburgh,31,110,94,16,34,7,1,8,31,0,0,5,24,0.362,0.427,0.713,1.14,67,2,8,0,3,1,,player.fcgi?id=spiege000jos
Jonah St. Antoine*,19,2024,Pittsburgh,17,30,24,3,5,1,0,0,3,0,1,3,7,0.208,0.367,0.25,0.617,6,0,3,0,0,0,,player.fcgi?id=stanto000jon
Austyn Winkleblech,19,2024,Pittsburgh,13,3,2,6,0,0,0,0,0,2,0,1,2,0,0.333,0,0.333,0,0,0,0,0,0,,player.fcgi?id=winkle001aus
Ryan Zuckerman,19,2024,Pittsburgh,50,197,165,33,44,4,1,9,31,3,2,30,61,0.267,0.386,0.467,0.852,77,1,2,0,0,0,,player.fcgi?id=zucker001rya
Keeton Burroughs,20,2025,Pittsburgh,21,20,19,8,2,1,0,0,4,3,0,0,6,0.105,0.15,0.158,0.308,3,0,1,0,0,0,,player.fcgi?id=burrou000kee
Luke Cantwell*,22,2025,Pittsburgh,55,272,200,45,64,18,1,6,45,6,0,55,39,0.32,0.482,0.51,0.992,102,6,12,0,5,4,,player.fcgi?id=cantwe001luk
Lorenzo Carrier,22,2025,Pittsburgh,36,161,127,25,34,5,0,7,34,2,0,26,55,0.268,0.404,0.472,0.876,60,1,5,0,3,1,,player.fcgi?id=carrie000lor
Jackson Cooke,21,2025,Pittsburgh,33,59,49,7,10,2,0,6,17,0,0,6,19,0.204,0.322,0.612,0.934,30,1,3,0,1,0,,player.fcgi?id=cooke-002jac
Logan Duffy*,21,2025,Pittsburgh,15,41,34,6,6,1,0,0,2,0,0,4,16,0.176,0.256,0.206,0.462,7,0,0,2,1,0,,player.fcgi?id=duffy-000log
Caden Dulin,21,2025,Pittsburgh,49,218,184,40,62,14,0,4,29,2,1,26,24,0.337,0.421,0.478,0.9,88,10,3,2,3,0,,player.fcgi?id=dulin-000cad
Julian Irizarry*,19,2025,Pittsburgh,22,58,46,6,14,0,1,0,6,1,1,8,13,0.304,0.418,0.348,0.766,16,2,1,3,0,0,,player.fcgi?id=irizar001jul
Jake Kendro,22,2025,Pittsburgh,48,144,118,19,23,7,0,2,13,3,0,14,37,0.195,0.308,0.305,0.613,36,1,7,1,4,0,,player.fcgi?id=kendro000jak
Anthony LaSala,21,2025,Pittsburgh,21,31,23,8,3,1,0,0,3,2,0,3,4,0.13,0.31,0.174,0.484,4,0,3,2,0,0,,player.fcgi?id=lasala002ant
Jayden Melendez,22,2025,Pittsburgh,54,237,189,36,41,6,0,7,30,0,1,31,57,0.217,0.364,0.36,0.724,68,4,14,1,2,0,,player.fcgi?id=melend000jay
Gavin Miller,21,2025,Pittsburgh,32,89,77,13,17,1,0,0,13,1,0,7,26,0.221,0.326,0.234,0.56,18,1,5,0,0,0,,player.fcgi?id=miller000gav
AJ Nessler*,21,2025,Pittsburgh,55,255,207,43,67,10,1,5,44,8,2,36,23,0.324,0.439,0.454,0.893,94,2,9,0,3,2,,player.fcgi?id=nessle000aj-
David Pedanou,22,2025,Pittsburgh,47,180,150,38,39,3,2,2,20,22,0,21,58,0.26,0.374,0.347,0.721,52,1,7,1,1,0,,player.fcgi?id=pedano000dav
Sebastian Pisacreta,21,2025,Pittsburgh,50,204,166,33,41,9,0,8,34,0,0,28,45,0.247,0.371,0.446,0.817,74,3,6,2,2,0,,player.fcgi?id=pisacr000seb
Derrick Tarpley,19,2025,Pittsburgh,16,41,31,3,5,2,0,0,4,0,0,4,6,0.161,0.3,0.226,0.526,7,0,3,1,2,0,,player.fcgi?id=tarple000der
Ryan Zuckerman,20,2025,Pittsburgh,55,255,220,48,65,16,1,13,48,3,1,24,86,0.295,0.382,0.555,0.936,122,2,8,1,2,0,,player.fcgi?id=zucker001rya
Tom Bourdon*,19,2011,Boston College,49,165,152,20,44,7,0,1,17,6,4,6,34,0.289,0.317,0.355,0.672,54,,1,4,2,,,player.fcgi?id=bourdo001tho
Matt Demitroff?,--,2011,Boston College,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,player.fcgi?id=demitr000mat
Jimmy Dowdell,20,2011,Boston College,6,10,8,0,1,0,0,0,1,0,0,2,3,0.125,0.3,0.125,0.425,1,,0,0,0,,,player.fcgi?id=dowdel000jim
Koury Hajjar?,--,2011,Boston College,3,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,1,,0,0,0,,,player.fcgi?id=hajjar000kou
Matt Hamlet,22,2011,Boston College,45,155,140,15,37,4,1,0,12,1,3,12,28,0.264,0.327,0.307,0.634,43,,1,2,0,,,player.fcgi?id=hamlet000mat
John Hennessy*,19,2011,Boston College,13,22,21,1,2,0,0,0,0,0,1,1,9,0.095,0.136,0.095,0.232,2,,0,0,0,,,player.fcgi?id=hennes004joh
Nate LaPointe,19,2011,Boston College,20,43,39,5,11,1,0,1,8,1,1,3,14,0.282,0.349,0.385,0.733,15,,1,0,0,,,player.fcgi?id=lapoin000nat
Jim Laufer?,--,2011,Boston College,16,20,18,1,2,1,0,0,1,0,0,1,8,0.111,0.2,0.167,0.367,3,,1,0,0,,,player.fcgi?id=laufer000jim
Andrew Lawrence*,22,2011,Boston College,48,159,144,22,39,9,2,5,24,2,2,8,31,0.271,0.329,0.465,0.794,67,,5,1,1,,,player.fcgi?id=lawren003and
Matt McGovern*,20,2011,Boston College,34,139,124,21,46,4,3,1,18,5,3,8,13,0.371,0.412,0.476,0.888,59,,2,3,2,,,player.fcgi?id=mcgove000mat
Anthony Melchionda,21,2011,Boston College,49,205,181,21,55,17,3,1,34,3,3,24,26,0.304,0.385,0.448,0.833,81,,0,0,0,,,player.fcgi?id=melchi000ant
Philip Miclat?,--,2011,Boston College,2,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,1,,0,0,0,,,player.fcgi?id=miclat000phi
Rob Moir*,21,2011,Boston College,21,27,26,2,3,0,0,1,3,1,0,1,10,0.115,0.148,0.231,0.379,6,,0,0,0,,,player.fcgi?id=moir--000rob
Matt Paré*,20,2011,Boston College,28,114,87,10,18,2,0,0,11,0,0,21,22,0.207,0.395,0.23,0.625,20,,6,0,0,,,player.fcgi?id=pare--000mat
Spenser Payne?,--,2011,Boston College,31,42,33,3,8,1,0,1,5,1,1,7,10,0.242,0.405,0.364,0.768,12,,2,0,0,,,player.fcgi?id=payne-000spe
Marc Perdios?,--,2011,Boston College,41,157,135,20,36,10,2,0,11,3,3,18,38,0.267,0.355,0.37,0.725,50,,1,2,1,,,player.fcgi?id=perdio000mar
Kyle Prohovich?,--,2011,Boston College,38,46,41,6,8,0,0,1,3,0,0,4,14,0.195,0.283,0.268,0.551,11,,1,0,0,,,player.fcgi?id=prohov000kyl
Garret Smith,22,2011,Boston College,48,186,180,19,48,17,0,0,17,0,0,3,23,0.267,0.285,0.361,0.646,65,,2,0,1,,,player.fcgi?id=smith-009gar
Mike Sudol?,--,2011,Boston College,44,165,145,13,28,7,3,1,13,0,3,17,33,0.193,0.285,0.303,0.588,44,,2,0,1,,,player.fcgi?id=sudol-000mik
Brad Zapenas,21,2011,Boston College,50,223,192,31,44,10,1,1,18,4,4,25,35,0.229,0.321,0.307,0.629,59,,2,2,2,,,player.fcgi?id=zapena000bra
Tom Bourdon*,20,2012,Boston College,55,265,244,38,79,18,1,10,37,4,6,16,53,0.324,0.367,0.529,0.896,129,,2,1,2,1,,player.fcgi?id=bourdo001tho
Blake Butera,19,2012,Boston College,53,232,195,32,52,10,1,3,29,4,2,31,25,0.267,0.368,0.374,0.743,73,,1,4,1,0,,player.fcgi?id=butera000bla
Travis Ferrick,20,2012,Boston College,27,75,68,11,13,4,0,0,5,0,0,6,20,0.191,0.257,0.25,0.507,17,,0,1,0,0,,player.fcgi?id=ferric000tra
John Gorman,20,2012,Boston College,25,7,6,1,0,0,0,0,1,0,0,1,2,0,0.143,0,0.143,0,,0,0,0,0,,player.fcgi?id=gorman000joh
John Hennessy*,20,2012,Boston College,44,147,118,15,32,1,0,1,14,3,3,20,31,0.271,0.396,0.305,0.701,36,,5,3,1,0,,player.fcgi?id=hennes004joh
Tyler Hinchliffe*,--,2012,Boston College,37,74,62,12,22,3,1,0,10,1,0,10,11,0.355,0.452,0.435,0.888,27,,1,1,0,0,,player.fcgi?id=hinchl000tyl
Nate LaPointe,20,2012,Boston College,16,41,37,7,10,4,0,2,8,0,0,3,12,0.27,0.341,0.541,0.882,20,,1,0,0,0,,player.fcgi?id=lapoin000nat
Andrew Lawrence*,23,2012,Boston College,48,195,178,22,48,6,2,3,22,4,3,13,29,0.27,0.32,0.376,0.696,67,,1,1,2,0,,player.fcgi?id=lawren003and
Matt McGovern*,21,2012,Boston College,41,157,135,21,32,6,2,1,18,5,3,17,19,0.237,0.331,0.333,0.665,45,,2,3,0,0,,player.fcgi?id=mcgove000mat
Anthony Melchionda,22,2012,Boston College,53,239,210,39,65,17,0,6,35,4,0,23,33,0.31,0.389,0.476,0.865,100,,5,0,1,0,,player.fcgi?id=melchi000ant
Rob Moir*,22,2012,Boston College,51,189,179,26,52,15,3,1,20,4,2,5,48,0.291,0.317,0.425,0.742,76,,3,0,2,0,,player.fcgi?id=moir--000rob
Geoff Murphy,19,2012,Boston College,22,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=murphy003geo
Matt Paré*,21,2012,Boston College,50,185,146,27,37,8,1,4,22,0,1,24,39,0.253,0.411,0.404,0.815,59,,15,0,0,1,,player.fcgi?id=pare--000mat
Spenser Payne?,--,2012,Boston College,51,198,172,20,42,7,1,6,24,0,2,20,55,0.244,0.33,0.401,0.731,69,,3,1,2,2,,player.fcgi?id=payne-000spe
Marc Perdios?,--,2012,Boston College,48,179,153,31,44,14,0,1,22,6,2,15,35,0.288,0.366,0.399,0.764,61,,5,4,2,0,,player.fcgi?id=perdio000mar
Tom Bourdon*,21,2013,Boston College,35,148,139,12,31,7,0,0,7,4,0,7,27,0.223,0.257,0.273,0.53,38,,0,0,2,0,,player.fcgi?id=bourdo001tho
Blake Butera,20,2013,Boston College,50,228,188,25,45,8,1,0,9,2,4,30,26,0.239,0.36,0.293,0.653,55,,6,3,1,1,,player.fcgi?id=butera000bla
Nick Colucci,20,2013,Boston College,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=colucc000nic
Joe Cronin,19,2013,Boston College,46,187,152,19,28,11,0,0,7,2,3,29,44,0.184,0.321,0.257,0.577,39,,2,3,1,0,,player.fcgi?id=cronin000joe
Jimmy Dowdell,22,2013,Boston College,28,63,58,8,15,2,1,1,6,2,0,4,9,0.259,0.317,0.379,0.697,22,,1,0,0,0,,player.fcgi?id=dowdel000jim
Travis Ferrick,21,2013,Boston College,34,94,85,6,13,1,0,0,10,0,0,6,15,0.153,0.213,0.165,0.377,14,,1,0,2,0,,player.fcgi?id=ferric000tra
John Hennessy*,21,2013,Boston College,47,201,173,20,43,8,2,0,17,2,3,23,39,0.249,0.35,0.318,0.668,55,,4,1,0,0,,player.fcgi?id=hennes004joh
Gabriel Hernandez#,19,2013,Boston College,45,167,147,12,31,5,0,0,15,9,2,14,49,0.211,0.287,0.245,0.531,36,,2,3,1,0,,player.fcgi?id=hernan005gab
Tyler Hinchliffe*,--,2013,Boston College,8,5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,1,,0,0,0,0,,player.fcgi?id=hinchl000tyl
Logan Hoggarth,20,2013,Boston College,49,183,169,11,32,9,0,0,13,3,1,13,40,0.189,0.246,0.243,0.489,41,,0,0,1,0,,player.fcgi?id=hoggar000log
Nate LaPointe,21,2013,Boston College,14,34,33,2,4,1,0,0,3,0,0,1,9,0.121,0.147,0.152,0.299,5,,0,0,0,0,,player.fcgi?id=lapoin000nat
Matt McGovern*,22,2013,Boston College,42,158,131,10,22,3,0,1,9,7,2,23,17,0.168,0.297,0.214,0.511,28,,1,3,0,0,,player.fcgi?id=mcgove000mat
Geoff Murphy,20,2013,Boston College,4,14,14,3,4,0,1,0,1,0,0,0,6,0.286,0.286,0.429,0.714,6,,0,0,0,0,,player.fcgi?id=murphy003geo
Matt Paré*,22,2013,Boston College,42,172,146,21,37,6,0,4,21,0,0,15,24,0.253,0.366,0.377,0.743,55,,11,0,0,0,,player.fcgi?id=pare--000mat
Stephen Sauter#,19,2013,Boston College,40,134,115,11,26,6,0,1,9,1,0,16,25,0.226,0.318,0.304,0.623,35,,0,2,1,0,,player.fcgi?id=sauter000ste
Chris Shaw*,19,2013,Boston College,50,188,164,13,27,5,0,6,19,0,0,17,34,0.165,0.266,0.305,0.571,50,,6,0,1,3,,player.fcgi?id=shaw--000chr
Johnny Adams,19,2014,Boston College,39,155,130,13,29,3,0,0,12,1,2,16,24,0.223,0.32,0.246,0.566,32,,3,5,1,0,,player.fcgi?id=adams-009joh
Tom Bourdon*,22,2014,Boston College,53,227,204,16,50,8,0,2,26,4,1,12,28,0.245,0.29,0.314,0.604,64,,3,3,5,1,,player.fcgi?id=bourdo001tho
Blake Butera,21,2014,Boston College,55,254,208,35,56,10,0,1,16,8,1,29,24,0.269,0.399,0.332,0.731,69,,16,1,0,0,,player.fcgi?id=butera000bla
Nick Colucci,21,2014,Boston College,29,80,70,7,13,1,1,0,1,3,0,5,16,0.186,0.26,0.229,0.488,16,,2,3,0,0,,player.fcgi?id=colucc000nic
Joe Cronin,20,2014,Boston College,54,237,203,31,59,16,2,1,25,2,4,26,40,0.291,0.372,0.404,0.776,82,,2,3,3,0,,player.fcgi?id=cronin000joe
Luke Fernandes,20,2014,Boston College,22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=fernan000luk
Travis Ferrick,22,2014,Boston College,12,16,16,1,2,0,0,0,0,0,0,0,4,0.125,0.125,0.125,0.25,2,,0,0,0,0,,player.fcgi?id=ferric000tra
John Hennessy*,22,2014,Boston College,55,241,206,27,42,4,1,1,10,4,2,25,38,0.204,0.298,0.248,0.545,51,,3,6,1,0,,player.fcgi?id=hennes004joh
Gabriel Hernandez#,20,2014,Boston College,50,213,182,23,44,4,1,1,14,10,5,24,33,0.242,0.337,0.291,0.628,53,,2,5,0,0,,player.fcgi?id=hernan005gab
Tyler Hinchliffe*,--,2014,Boston College,29,29,26,0,5,0,0,0,0,0,0,2,4,0.192,0.276,0.192,0.468,5,,1,0,0,0,,player.fcgi?id=hinchl000tyl
Logan Hoggarth,21,2014,Boston College,28,100,93,7,22,4,0,0,12,2,2,7,28,0.237,0.29,0.28,0.57,26,,0,0,0,0,,player.fcgi?id=hoggar000log
Nate LaPointe,22,2014,Boston College,2,5,4,0,1,1,0,0,0,0,0,1,1,0.25,0.4,0.5,0.9,2,,0,0,0,0,,player.fcgi?id=lapoin000nat
Geoff Murphy,21,2014,Boston College,13,39,35,2,6,2,0,0,4,0,2,3,10,0.171,0.256,0.229,0.485,8,,1,0,0,1,,player.fcgi?id=murphy003geo
Stephen Sauter#,20,2014,Boston College,26,90,81,2,16,4,0,0,9,0,0,7,16,0.198,0.261,0.247,0.508,20,,0,2,0,0,,player.fcgi?id=sauter000ste
Nick Sciortino,18,2014,Boston College,36,122,104,9,20,2,0,0,4,1,2,12,18,0.192,0.288,0.212,0.5,22,,2,4,0,0,,player.fcgi?id=sciort000nic
Chris Shaw*,20,2014,Boston College,55,239,207,25,68,18,0,6,45,1,1,21,38,0.329,0.393,0.502,0.896,104,,5,0,6,5,,player.fcgi?id=shaw--000chr
Michael Strem,19,2014,Boston College,31,109,93,11,22,13,0,0,14,1,1,13,29,0.237,0.327,0.376,0.703,35,,0,2,1,0,,player.fcgi?id=strem-000mic
Jesse Adams*,21,2015,Boston College,20,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,1,,0,0,0,0,,player.fcgi?id=adams-000jes
Johnny Adams,20,2015,Boston College,53,205,172,28,41,7,2,1,21,10,5,21,35,0.238,0.33,0.32,0.65,55,,3,8,1,0,,player.fcgi?id=adams-009joh
Mitch Bigras*,18,2015,Boston College,14,38,35,7,9,2,1,0,4,0,0,1,14,0.257,0.289,0.371,0.661,13,,1,0,1,0,,player.fcgi?id=bigras000mit
Scott Braren*,--,2015,Boston College,16,33,31,4,6,0,0,1,4,0,0,2,5,0.194,0.242,0.29,0.533,9,,0,0,0,0,,player.fcgi?id=braren000sco
Blake Butera,22,2015,Boston College,49,217,183,23,52,9,1,2,29,10,2,22,20,0.284,0.37,0.377,0.747,69,,6,1,5,1,,player.fcgi?id=butera000bla
Donovan Casey,19,2015,Boston College,46,180,168,23,50,7,2,1,20,6,2,9,28,0.298,0.341,0.381,0.722,64,,2,1,0,0,,player.fcgi?id=casey-000don
Nick Colucci,22,2015,Boston College,17,21,20,3,3,2,0,0,3,2,0,0,8,0.15,0.15,0.25,0.4,5,,0,1,0,0,,player.fcgi?id=colucc000nic
Joe Cronin,21,2015,Boston College,47,197,166,25,37,9,1,4,20,0,1,24,46,0.223,0.335,0.361,0.696,60,,4,3,0,1,,player.fcgi?id=cronin000joe
Travis Ferrick,23,2015,Boston College,14,9,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=ferric000tra
Gabriel Hernandez#,21,2015,Boston College,30,99,86,15,18,3,0,1,9,4,3,11,29,0.209,0.299,0.279,0.578,24,,0,2,0,0,,player.fcgi?id=hernan005gab
Logan Hoggarth,22,2015,Boston College,49,189,170,17,51,7,0,0,12,5,1,15,34,0.3,0.362,0.341,0.703,58,,2,1,1,0,,player.fcgi?id=hoggar000log
Anthony Maselli*,19,2015,Boston College,8,16,12,4,3,1,0,1,6,0,0,4,6,0.25,0.438,0.583,1.021,7,,0,0,0,0,,player.fcgi?id=masell000ant
Geoff Murphy,22,2015,Boston College,18,6,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,1,,0,0,0,0,,player.fcgi?id=murphy003geo
Jake Palomaki#,19,2015,Boston College,50,222,166,37,48,8,0,2,17,15,8,46,23,0.289,0.447,0.373,0.82,62,,2,7,1,0,,player.fcgi?id=paloma000jak
Stephen Sauter#,21,2015,Boston College,35,118,103,16,28,3,1,1,17,1,0,13,22,0.272,0.35,0.35,0.7,36,,0,1,1,1,,player.fcgi?id=sauter000ste
Nick Sciortino,19,2015,Boston College,44,171,153,16,36,8,1,0,21,4,1,14,36,0.235,0.304,0.301,0.604,46,,1,3,0,0,,player.fcgi?id=sciort000nic
Chris Shaw*,21,2015,Boston College,40,168,144,25,46,9,0,11,43,0,0,20,26,0.319,0.411,0.611,1.022,88,,3,0,1,8,,player.fcgi?id=shaw--000chr
Michael Strem,20,2015,Boston College,54,241,206,30,61,21,1,2,28,6,2,29,40,0.296,0.379,0.437,0.816,90,,1,1,4,1,,player.fcgi?id=strem-000mic
Jesse Adams*,22,2016,Boston College,26,8,8,0,2,0,0,0,0,0,1,0,1,0.25,0.25,0.25,0.5,2,,0,0,0,0,,player.fcgi?id=adams-000jes
Johnny Adams,21,2016,Boston College,55,226,203,33,58,17,0,1,26,6,2,17,37,0.286,0.345,0.384,0.73,78,,2,3,1,0,,player.fcgi?id=adams-009joh
Jake Alu*,19,2016,Boston College,10,6,4,5,2,1,0,0,0,0,0,2,0,0.5,0.667,0.75,1.417,3,,0,0,0,0,,player.fcgi?id=alu---000jak
