Name,Age,Season,Team,Conference,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Name-additional
Anthony Lyons*,22,2017,Texas Tech,Big 12,14,15,11,0,4,0,1,0,4,0,1,2,5,0.364,0.5,0.546,1.046,6,,1,1,0,0,,player.fcgi?id=lyons-000ant
John McMillon*,19,2017,Texas Tech,Big 12,44,77,70,14,16,1,0,8,14,0,0,6,35,0.229,0.299,0.586,0.884,41,,1,0,0,0,,player.fcgi?id=mcmill005joh
Trevor Paradoski*,--,2017,Texas Tech,Big 12,7,6,6,1,1,0,0,0,1,0,0,0,4,0.167,0.167,0.167,0.333,1,,0,0,0,0,,player.fcgi?id=parado000tre
Zach Rheams*,20,2017,Texas Tech,Big 12,20,59,45,8,6,1,0,2,6,1,0,9,16,0.133,0.322,0.289,0.611,13,,4,0,1,0,,player.fcgi?id=rheams000zac
Kholeton Sanchez,23,2017,Texas Tech,Big 12,16,30,24,10,10,2,0,0,7,2,0,6,7,0.417,0.533,0.5,1.033,12,,0,0,0,0,,player.fcgi?id=sanche000kho
Cameron Warren,22,2017,Texas Tech,Big 12,12,24,22,3,4,2,0,0,4,0,0,2,5,0.182,0.25,0.273,0.523,6,,0,0,0,0,,player.fcgi?id=warren000cam
Connor Beck,--,2018,Texas Tech,Big 12,27,41,35,5,3,0,0,0,2,2,0,4,8,0.086,0.2,0.086,0.286,3,,1,1,0,0,,player.fcgi?id=beck--000con
Michael Davis*,22,2018,Texas Tech,Big 12,63,273,231,51,65,18,1,12,53,3,2,32,72,0.281,0.371,0.524,0.895,121,,4,1,5,0,,player.fcgi?id=davis-009mic
Cody Farhat,21,2018,Texas Tech,Big 12,64,268,212,51,62,9,3,5,39,16,6,33,40,0.293,0.418,0.434,0.852,92,,15,5,3,0,,player.fcgi?id=farhat000cod
Braxton Fulford,19,2018,Texas Tech,Big 12,38,108,88,14,17,2,1,1,4,1,1,13,28,0.193,0.324,0.273,0.597,24,,4,3,0,0,,player.fcgi?id=fulfor000bra
Gabe Holt*,20,2018,Texas Tech,Big 12,65,318,270,70,94,13,3,6,44,29,2,38,35,0.348,0.44,0.485,0.926,131,,8,0,2,2,,player.fcgi?id=holt--000gab
Josh Jung,20,2018,Texas Tech,Big 12,65,316,263,69,103,17,6,12,80,4,6,39,32,0.392,0.491,0.639,1.129,168,,13,0,1,1,,player.fcgi?id=jung--000jos
Parker Kelly,19,2018,Texas Tech,Big 12,10,12,12,1,1,0,0,0,0,0,0,0,6,0.083,0.083,0.083,0.167,1,,0,0,0,0,,player.fcgi?id=kelly-001par
Brian Klein*,20,2018,Texas Tech,Big 12,59,245,202,50,64,17,2,4,34,4,0,39,36,0.317,0.422,0.48,0.902,97,,0,1,3,0,,player.fcgi?id=klein-001bri
Clay Koelzer#,20,2018,Texas Tech,Big 12,24,75,61,13,11,3,1,0,4,1,0,12,18,0.18,0.333,0.262,0.596,16,,2,0,0,0,,player.fcgi?id=koelze000cla
Grant Little,20,2018,Texas Tech,Big 12,65,299,246,62,91,25,3,12,77,11,5,40,38,0.37,0.462,0.642,1.104,158,,7,0,6,0,,player.fcgi?id=little000gra
Cody Masters*,19,2018,Texas Tech,Big 12,35,87,66,23,17,5,1,0,14,2,0,16,21,0.258,0.414,0.364,0.777,24,,3,0,2,0,,player.fcgi?id=master000cod
John McMillon*,20,2018,Texas Tech,Big 12,30,33,28,6,4,1,0,1,6,0,0,3,15,0.143,0.242,0.286,0.528,8,,1,0,1,0,,player.fcgi?id=mcmill005joh
Zach Rheams*,21,2018,Texas Tech,Big 12,51,206,167,40,57,11,0,17,55,0,0,35,49,0.341,0.461,0.713,1.174,119,,3,0,1,0,,player.fcgi?id=rheams000zac
KC Simonich*,19,2018,Texas Tech,Big 12,11,13,9,2,4,0,0,0,7,0,0,2,2,0.444,0.615,0.444,1.06,4,,2,0,0,0,,player.fcgi?id=simoni000kc-
Cameron Warren,23,2018,Texas Tech,Big 12,63,266,215,49,70,16,1,10,53,2,2,34,30,0.326,0.444,0.549,0.992,118,,14,0,3,0,,player.fcgi?id=warren000cam
Zayne Willems?,--,2018,Texas Tech,Big 12,27,96,84,16,21,4,1,1,9,0,0,6,18,0.25,0.344,0.357,0.701,30,,6,0,0,0,,player.fcgi?id=willem000zay
Kurt Wilson,20,2018,Texas Tech,Big 12,38,71,60,7,11,1,1,1,11,2,0,9,22,0.183,0.296,0.283,0.579,17,,1,0,1,0,,player.fcgi?id=wilson000kur
Dru Baker,19,2019,Texas Tech,Big 12,45,159,137,30,44,6,1,3,25,3,1,14,29,0.321,0.395,0.445,0.84,61,,4,2,2,0,,player.fcgi?id=baker-000dru
Doug Facendo,21,2019,Texas Tech,Big 12,25,50,39,9,9,4,0,1,8,0,0,10,20,0.231,0.38,0.41,0.79,16,,0,0,1,0,,player.fcgi?id=facend000dou
Braxton Fulford,20,2019,Texas Tech,Big 12,64,234,191,35,57,9,1,4,34,0,0,22,56,0.298,0.388,0.419,0.807,80,,8,10,3,0,,player.fcgi?id=fulfor000bra
Gabe Holt*,21,2019,Texas Tech,Big 12,60,303,261,53,83,15,3,3,35,28,3,37,28,0.318,0.409,0.433,0.842,113,,4,0,1,0,,player.fcgi?id=holt--000gab
Josh Jung,21,2019,Texas Tech,Big 12,64,302,239,65,82,23,1,15,58,1,1,53,43,0.343,0.474,0.636,1.11,152,,8,0,2,8,,player.fcgi?id=jung--000jos
Parker Kelly,20,2019,Texas Tech,Big 12,35,95,85,12,17,6,0,1,4,0,0,6,35,0.2,0.277,0.306,0.583,26,,3,1,0,0,,player.fcgi?id=kelly-001par
Brian Klein*,21,2019,Texas Tech,Big 12,66,315,257,54,81,19,2,3,57,0,2,45,44,0.315,0.406,0.44,0.846,113,,2,0,11,0,,player.fcgi?id=klein-001bri
Max Marusak,19,2019,Texas Tech,Big 12,48,115,103,20,24,1,4,1,12,10,2,9,36,0.233,0.298,0.35,0.648,36,,1,1,1,0,,player.fcgi?id=marusa000max
Cody Masters*,20,2019,Texas Tech,Big 12,55,171,144,23,42,7,1,5,28,5,0,17,32,0.292,0.374,0.458,0.832,66,,3,5,2,0,,player.fcgi?id=master000cod
Mason Minzey#,19,2019,Texas Tech,Big 12,11,14,11,0,1,0,0,0,0,0,0,3,7,0.091,0.286,0.091,0.377,1,,0,0,0,0,,player.fcgi?id=minzey000mas
Easton Murrell*,21,2019,Texas Tech,Big 12,26,56,42,8,11,2,0,1,3,0,0,10,12,0.262,0.436,0.381,0.817,16,,3,1,0,0,,player.fcgi?id=murrel000eas
Dylan Neuse,20,2019,Texas Tech,Big 12,63,294,245,58,73,12,6,8,51,18,2,44,57,0.298,0.408,0.494,0.902,121,,3,0,2,2,,player.fcgi?id=neuse-000dyl
Tanner O'Tremba,19,2019,Texas Tech,Big 12,32,109,92,18,24,7,0,2,20,2,0,13,31,0.261,0.367,0.402,0.769,37,,3,0,1,0,,player.fcgi?id=otremb000tan
Cole Stilwell,19,2019,Texas Tech,Big 12,42,153,123,23,33,6,1,3,22,1,0,24,29,0.268,0.408,0.407,0.814,50,,5,1,0,0,,player.fcgi?id=stilwe000col
Cameron Warren,24,2019,Texas Tech,Big 12,66,293,242,63,86,17,2,18,79,1,0,40,30,0.355,0.451,0.665,1.116,161,,6,0,5,7,,player.fcgi?id=warren000cam
Kurt Wilson,21,2019,Texas Tech,Big 12,41,101,88,11,20,2,0,4,17,2,1,11,20,0.227,0.317,0.386,0.703,34,,1,0,1,0,,player.fcgi?id=wilson000kur
Dru Baker,20,2020,Texas Tech,Big 12,17,79,64,13,17,3,2,2,8,3,1,14,13,0.266,0.392,0.469,0.861,30,,0,0,1,0,,player.fcgi?id=baker-000dru
Dillon Carter*,19,2020,Texas Tech,Big 12,18,69,50,12,14,3,1,0,4,7,1,13,7,0.28,0.448,0.38,0.828,19,,3,2,1,0,,player.fcgi?id=carter000dil
Cal Conley#,20,2020,Texas Tech,Big 12,18,81,70,15,26,8,1,3,24,5,0,8,11,0.371,0.444,0.643,1.087,45,,2,0,1,0,,player.fcgi?id=conley000cal
Jared Cushing,19,2020,Texas Tech,Big 12,5,5,4,1,1,0,0,0,0,0,0,1,2,0.25,0.4,0.25,0.65,1,,0,0,0,0,,player.fcgi?id=cushin000jar
Braxton Fulford,21,2020,Texas Tech,Big 12,15,58,44,6,10,2,0,0,11,0,0,11,16,0.227,0.379,0.273,0.652,12,,1,0,2,1,,player.fcgi?id=fulfor000bra
Jace Jung*,19,2020,Texas Tech,Big 12,19,74,53,16,14,4,1,4,23,1,0,18,15,0.264,0.438,0.604,1.042,32,,0,1,2,0,,player.fcgi?id=jung--002jac
Parker Kelly,21,2020,Texas Tech,Big 12,13,22,21,8,9,1,0,1,3,0,0,1,3,0.429,0.455,0.619,1.074,13,,0,0,0,0,,player.fcgi?id=kelly-001par
Brian Klein*,22,2020,Texas Tech,Big 12,19,85,69,20,27,10,0,1,13,0,0,15,9,0.391,0.494,0.58,1.074,40,,0,0,1,2,,player.fcgi?id=klein-001bri
Max Marusak,20,2020,Texas Tech,Big 12,7,23,21,3,6,0,0,0,6,3,1,1,7,0.286,0.318,0.286,0.604,6,,0,1,0,0,,player.fcgi?id=marusa000max
Cody Masters*,21,2020,Texas Tech,Big 12,14,38,31,13,6,2,0,3,11,1,0,2,12,0.194,0.316,0.548,0.864,17,,4,0,1,0,,player.fcgi?id=master000cod
Dylan Neuse,21,2020,Texas Tech,Big 12,19,89,76,22,27,5,1,1,12,12,0,12,12,0.355,0.438,0.487,0.925,37,,0,0,1,0,,player.fcgi?id=neuse-000dyl
Tanner O'Tremba,20,2020,Texas Tech,Big 12,9,18,16,5,5,3,1,0,2,1,0,1,6,0.313,0.333,0.625,0.958,10,,0,0,1,0,,player.fcgi?id=otremb000tan
Nate Rombach,19,2020,Texas Tech,Big 12,19,84,65,20,20,4,1,6,27,0,0,12,17,0.308,0.441,0.677,1.117,44,,5,0,2,0,,player.fcgi?id=rombac000nat
TJ Rumfield*,20,2020,Texas Tech,Big 12,9,27,24,6,10,3,0,0,3,0,0,3,2,0.417,0.482,0.542,1.023,13,,0,0,0,0,,player.fcgi?id=rumfie000tj-
Cole Stilwell,20,2020,Texas Tech,Big 12,17,72,55,15,19,6,0,2,18,0,2,14,10,0.346,0.5,0.564,1.064,31,,3,0,0,0,,player.fcgi?id=stilwe000col
Bo Willis,20,2020,Texas Tech,Big 12,6,5,4,2,1,0,0,0,0,0,0,1,2,0.25,0.4,0.25,0.65,1,,0,0,0,0,,player.fcgi?id=willis000bo-
Kurt Wilson,22,2020,Texas Tech,Big 12,9,2,1,0,1,0,0,0,1,0,0,1,0,1,1,1,2,1,,0,0,0,0,,player.fcgi?id=wilson000kur
Dru Baker,21,2021,Texas Tech,Big 12,51,240,213,53,73,14,2,4,32,18,2,22,42,0.343,0.406,0.484,0.89,103,,2,1,2,0,,player.fcgi?id=baker-000dru
Dillon Carter*,20,2021,Texas Tech,Big 12,35,130,111,16,23,6,0,1,15,2,0,13,42,0.207,0.318,0.288,0.606,32,,5,1,0,0,,player.fcgi?id=carter000dil
Cal Conley#,21,2021,Texas Tech,Big 12,56,254,225,46,74,13,0,15,55,7,1,21,38,0.329,0.393,0.587,0.98,132,,4,2,2,3,,player.fcgi?id=conley000cal
Braxton Fulford,22,2021,Texas Tech,Big 12,52,220,178,38,47,12,2,14,44,0,0,27,54,0.264,0.396,0.59,0.985,105,,13,0,2,0,,player.fcgi?id=fulfor000bra
Jace Jung*,20,2021,Texas Tech,Big 12,56,264,208,55,70,10,1,21,67,4,2,49,45,0.337,0.462,0.697,1.159,145,,3,0,4,4,,player.fcgi?id=jung--002jac
Parker Kelly,22,2021,Texas Tech,Big 12,53,159,129,23,25,4,1,0,10,0,0,25,46,0.194,0.333,0.24,0.574,31,,3,0,2,0,,player.fcgi?id=kelly-001par
Max Marusak,21,2021,Texas Tech,Big 12,20,31,30,8,3,3,0,0,1,1,1,1,11,0.1,0.129,0.2,0.329,6,,0,0,0,0,,player.fcgi?id=marusa000max
Cody Masters*,22,2021,Texas Tech,Big 12,32,104,78,22,15,3,2,7,23,1,0,16,35,0.192,0.375,0.551,0.926,43,,8,0,2,1,,player.fcgi?id=master000cod
Easton Murrell*,23,2021,Texas Tech,Big 12,48,200,144,37,36,8,2,4,20,2,1,42,44,0.25,0.442,0.417,0.858,60,,9,3,2,0,,player.fcgi?id=murrel000eas
Dylan Neuse,22,2021,Texas Tech,Big 12,27,125,96,29,27,7,2,1,16,11,1,23,27,0.281,0.44,0.427,0.867,41,,5,0,1,0,,player.fcgi?id=neuse-000dyl
Nate Rombach,20,2021,Texas Tech,Big 12,40,145,117,26,26,6,1,9,34,0,0,25,47,0.222,0.359,0.521,0.88,61,,1,0,2,0,,player.fcgi?id=rombac000nat
Braydon Runion,21,2021,Texas Tech,Big 12,18,49,41,10,8,3,0,1,4,0,0,6,16,0.195,0.327,0.342,0.668,14,,2,0,0,0,,player.fcgi?id=runion000bra
Cole Stilwell,21,2021,Texas Tech,Big 12,48,185,146,29,42,12,1,8,33,0,0,30,30,0.288,0.422,0.548,0.97,80,,6,0,3,1,,player.fcgi?id=stilwe000col
Kurt Wilson,23,2021,Texas Tech,Big 12,36,128,106,23,29,6,2,3,16,3,0,18,32,0.274,0.394,0.453,0.847,48,,3,1,0,0,,player.fcgi?id=wilson000kur
Drew Woodcox,19,2021,Texas Tech,Big 12,20,45,36,6,6,0,0,2,7,0,0,4,19,0.167,0.311,0.333,0.644,12,,4,0,1,0,,player.fcgi?id=woodco000dre
Ryan Brome*,19,2022,Texas Tech,Big 12,13,26,21,5,6,3,0,0,5,0,0,3,7,0.286,0.423,0.429,0.852,9,2,2,0,0,0,,player.fcgi?id=brome-000rya
Lauden Brooks,20,2022,Texas Tech,Big 12,12,19,16,5,3,0,0,0,1,1,0,2,6,0.188,0.263,0.188,0.451,3,0,0,0,1,0,,player.fcgi?id=brooks000lau
Dillon Carter*,21,2022,Texas Tech,Big 12,48,182,146,36,29,5,2,3,21,4,2,26,73,0.199,0.339,0.322,0.661,47,1,6,2,2,0,,player.fcgi?id=carter000dil
Ty Coleman,22,2022,Texas Tech,Big 12,55,247,223,38,71,14,0,8,59,0,0,17,26,0.318,0.374,0.489,0.863,109,6,4,1,2,0,,player.fcgi?id=colema002ty-
Trevor Conley*,20,2022,Texas Tech,Big 12,11,19,14,5,1,0,0,0,2,0,0,3,2,0.071,0.235,0.071,0.307,1,0,0,2,0,0,,player.fcgi?id=conley000tre
Andrew Devine,21,2022,Texas Tech,Big 12,19,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,player.fcgi?id=devine000and
Sam Hunt*,20,2022,Texas Tech,Big 12,22,59,46,12,16,5,0,0,13,1,0,10,14,0.348,0.475,0.457,0.931,21,0,2,0,1,0,,player.fcgi?id=hunt--003sam
Jace Jung*,21,2022,Texas Tech,Big 12,61,295,224,68,75,18,1,14,57,5,0,59,42,0.335,0.481,0.612,1.093,137,3,8,0,4,7,,player.fcgi?id=jung--002jac
Parker Kelly,23,2022,Texas Tech,Big 12,60,257,218,45,62,19,2,10,48,6,0,31,63,0.284,0.387,0.528,0.914,115,3,6,1,1,0,,player.fcgi?id=kelly-001par
Cody Masters*,23,2022,Texas Tech,Big 12,16,18,15,9,3,2,0,1,5,1,0,1,6,0.2,0.333,0.533,0.867,8,0,2,0,0,0,,player.fcgi?id=master000cod
Easton Murrell*,24,2022,Texas Tech,Big 12,46,202,147,44,46,10,1,9,23,1,1,26,42,0.313,0.495,0.578,1.073,85,0,27,2,0,0,,player.fcgi?id=murrel000eas
Dalton Porter*,21,2022,Texas Tech,Big 12,27,68,54,5,13,4,0,1,14,2,0,5,16,0.241,0.324,0.37,0.694,20,0,4,0,5,0,,player.fcgi?id=porter003dal
Drew Reynolds*,19,2022,Texas Tech,Big 12,7,10,7,6,4,1,0,0,3,0,0,3,2,0.571,0.7,0.714,1.414,5,0,0,0,0,0,,player.fcgi?id=reynol001dre
Cole Stilwell,22,2022,Texas Tech,Big 12,60,296,246,61,77,16,2,9,49,1,0,33,43,0.313,0.405,0.504,0.91,124,5,10,0,7,0,,player.fcgi?id=stilwe000col
Cooper Swanson,23,2022,Texas Tech,Big 12,13,22,17,3,2,1,0,0,2,2,0,5,10,0.118,0.318,0.177,0.495,3,0,0,0,0,0,,player.fcgi?id=swanso000coo
Zac Vooletich,22,2022,Texas Tech,Big 12,27,85,68,20,19,8,0,1,18,0,0,12,15,0.279,0.405,0.441,0.846,30,2,3,1,1,0,,player.fcgi?id=voolet001zac
Owen Washburn*,18,2022,Texas Tech,Big 12,59,263,224,41,62,10,2,7,48,2,0,32,74,0.277,0.369,0.433,0.802,97,2,3,0,4,0,,player.fcgi?id=washbu000owe
Hudson White,19,2022,Texas Tech,Big 12,59,261,215,42,56,11,0,6,40,4,0,35,37,0.261,0.369,0.395,0.765,85,2,5,1,5,0,,player.fcgi?id=white-000hud
Kurt Wilson,24,2022,Texas Tech,Big 12,61,280,243,60,76,15,5,14,64,4,2,31,55,0.313,0.393,0.589,0.981,143,3,3,0,3,0,,player.fcgi?id=wilson000kur
Kevin Bazzell,20,2023,Texas Tech,Big 12,63,306,250,55,87,24,1,10,62,2,0,45,32,0.348,0.453,0.572,1.025,143,7,6,1,4,2,,player.fcgi?id=bazzel000kev
Damian Bravo,19,2023,Texas Tech,Big 12,22,31,30,3,4,0,0,3,7,0,0,1,9,0.133,0.161,0.433,0.595,13,0,0,0,0,0,,player.fcgi?id=bravo-000dam
Ryan Brome*,20,2023,Texas Tech,Big 12,15,30,25,5,5,0,0,0,3,0,0,2,8,0.2,0.3,0.2,0.5,5,0,2,0,1,0,,player.fcgi?id=brome-000rya
Will Burns,19,2023,Texas Tech,Big 12,29,82,65,12,11,2,1,0,7,1,0,14,29,0.169,0.329,0.231,0.56,15,0,2,0,1,0,,player.fcgi?id=burns-014wil
Dillon Carter*,22,2023,Texas Tech,Big 12,36,140,101,22,27,9,1,6,23,2,0,25,44,0.267,0.449,0.555,1.003,56,0,9,4,1,0,,player.fcgi?id=carter000dil
Ty Coleman,23,2023,Texas Tech,Big 12,35,146,122,32,31,10,0,5,24,1,1,16,18,0.254,0.363,0.459,0.822,56,7,6,0,2,1,,player.fcgi?id=colema002ty-
Jeric Curtis,19,2023,Texas Tech,Big 12,17,17,16,2,3,0,0,0,4,1,0,1,3,0.188,0.235,0.188,0.423,3,0,0,0,0,0,,player.fcgi?id=curtis002jer
Taber Fast*,19,2023,Texas Tech,Big 12,16,2,2,0,1,1,0,0,0,0,0,0,0,0.5,0.5,1,1.5,2,0,0,0,0,0,,player.fcgi?id=fast--000tab
Austin Green#,21,2023,Texas Tech,Big 12,59,273,214,54,62,14,2,12,57,0,0,41,41,0.29,0.418,0.542,0.96,116,0,11,0,7,1,,player.fcgi?id=green-006aus
Gage Harrelson*,19,2023,Texas Tech,Big 12,58,283,247,53,80,16,5,1,45,6,4,31,67,0.324,0.404,0.441,0.846,109,3,3,1,1,0,,player.fcgi?id=harrel000gag
Nolen Hester*,23,2023,Texas Tech,Big 12,60,300,219,56,79,17,0,2,35,4,1,61,27,0.361,0.525,0.466,0.991,102,3,16,3,1,0,,player.fcgi?id=hester000nol
Gavin Kash*,20,2023,Texas Tech,Big 12,64,305,263,67,86,12,3,26,84,2,0,34,57,0.327,0.397,0.692,1.089,182,1,1,0,7,3,,player.fcgi?id=kash--000gav
Tracer Lopez*,19,2023,Texas Tech,Big 12,55,204,179,36,48,6,2,4,31,3,0,21,55,0.268,0.342,0.391,0.733,70,0,0,2,2,0,,player.fcgi?id=lopez-001tra
Dylan Maxcey,18,2023,Texas Tech,Big 12,31,119,97,22,24,7,1,4,22,2,0,19,20,0.247,0.378,0.464,0.842,45,1,2,0,1,0,,player.fcgi?id=maxcey000dyl
Cade McGarrh*,20,2023,Texas Tech,Big 12,10,4,4,3,2,0,0,0,2,0,0,0,2,0.5,0.5,0.5,1,2,0,0,0,0,0,,player.fcgi?id=mcgarr000cad
Zac Vooletich,23,2023,Texas Tech,Big 12,39,149,134,28,52,10,2,3,15,2,1,11,15,0.388,0.443,0.56,1.003,75,3,3,0,1,0,,player.fcgi?id=voolet001zac
Owen Washburn*,19,2023,Texas Tech,Big 12,18,67,52,14,13,1,0,3,12,0,0,10,10,0.25,0.358,0.442,0.801,23,1,1,0,4,0,,player.fcgi?id=washbu000owe
Hudson White,20,2023,Texas Tech,Big 12,49,204,169,39,50,10,0,11,49,2,1,27,31,0.296,0.397,0.55,0.947,93,3,4,0,4,0,,player.fcgi?id=white-000hud
Drew Woodcox,21,2023,Texas Tech,Big 12,26,72,59,16,16,0,1,3,15,0,0,8,21,0.271,0.375,0.458,0.833,27,0,3,0,2,0,,player.fcgi?id=woodco000dre
Kevin Bazzell,21,2024,Texas Tech,Big 12,49,217,186,37,57,13,0,6,32,4,1,22,22,0.307,0.401,0.473,0.874,88,5,8,0,1,0,,player.fcgi?id=bazzel000kev
Garet Boehm,19,2024,Texas Tech,Big 12,11,19,18,5,7,0,0,1,3,0,0,0,2,0.389,0.421,0.556,0.977,10,1,1,0,0,0,,player.fcgi?id=boehm-000gar
Damian Bravo,20,2024,Texas Tech,Big 12,47,210,180,52,68,21,2,4,44,2,0,20,42,0.378,0.438,0.583,1.021,105,1,4,0,6,0,,player.fcgi?id=bravo-000dam
Will Burns,20,2024,Texas Tech,Big 12,30,72,62,14,13,1,0,2,6,3,2,6,24,0.21,0.296,0.323,0.618,20,1,2,1,1,0,,player.fcgi?id=burns-014wil
Austin Green#,22,2024,Texas Tech,Big 12,51,216,174,44,56,13,1,8,45,6,0,31,21,0.322,0.435,0.546,0.981,95,0,7,0,4,0,,player.fcgi?id=green-006aus
Gage Harrelson*,20,2024,Texas Tech,Big 12,43,141,106,29,26,2,1,1,11,19,0,28,40,0.245,0.411,0.311,0.723,33,0,4,0,3,0,,player.fcgi?id=harrel000gag
Gavin Kash*,21,2024,Texas Tech,Big 12,56,266,237,49,71,17,0,15,51,3,0,23,63,0.3,0.365,0.561,0.926,133,4,3,0,3,1,,player.fcgi?id=kash--000gav
Tracer Lopez*,20,2024,Texas Tech,Big 12,55,222,184,47,49,6,4,6,20,4,2,33,44,0.266,0.382,0.44,0.822,81,2,2,2,1,0,,player.fcgi?id=lopez-001tra
Dylan Maxcey,19,2024,Texas Tech,Big 12,30,93,86,18,30,5,0,4,25,3,0,5,13,0.349,0.398,0.547,0.944,47,2,2,0,0,0,,player.fcgi?id=maxcey000dyl
Cade McGee,21,2024,Texas Tech,Big 12,57,251,188,50,53,11,0,15,55,1,0,37,39,0.282,0.45,0.58,1.03,109,5,23,0,3,0,,player.fcgi?id=mcgee-000cad
TJ Pompey,19,2024,Texas Tech,Big 12,55,227,190,41,53,11,2,10,49,12,2,31,62,0.279,0.389,0.516,0.905,98,3,4,1,1,0,,player.fcgi?id=pompey000tj-
Davis Rivers*,19,2024,Texas Tech,Big 12,19,45,35,7,10,4,0,2,13,0,0,7,18,0.286,0.444,0.571,1.016,20,0,3,0,0,0,,player.fcgi?id=rivers000dav
Travis Sanders,20,2024,Texas Tech,Big 12,13,41,33,11,8,5,0,0,7,1,0,6,11,0.242,0.39,0.394,0.784,13,1,2,0,0,0,,player.fcgi?id=sander004tra
Landon Stripling*,19,2024,Texas Tech,Big 12,33,119,99,15,25,3,0,4,20,0,0,17,12,0.253,0.361,0.404,0.765,40,1,1,0,2,0,,player.fcgi?id=stripl000lan
Owen Washburn*,20,2024,Texas Tech,Big 12,38,134,113,28,33,5,1,6,23,0,0,18,38,0.292,0.388,0.513,0.901,58,5,1,0,2,0,,player.fcgi?id=washbu000owe
Drew Woodcox,22,2024,Texas Tech,Big 12,47,192,165,38,53,11,0,14,48,3,1,23,39,0.321,0.403,0.642,1.046,106,2,1,1,2,0,,player.fcgi?id=woodco000dre
Garet Boehm,20,2025,Texas Tech,Big 12,27,100,92,13,23,5,0,2,10,1,0,7,16,0.25,0.303,0.37,0.673,34,7,0,1,0,0,,player.fcgi?id=boehm-000gar
Damian Bravo,21,2025,Texas Tech,Big 12,53,250,224,43,74,13,2,13,51,18,2,16,47,0.33,0.384,0.58,0.964,130,2,6,0,4,0,,player.fcgi?id=bravo-000dam
Logan Hughes*,20,2025,Texas Tech,Big 12,52,246,211,52,69,13,4,19,58,3,2,26,24,0.327,0.411,0.697,1.107,147,5,6,0,3,1,,player.fcgi?id=hughes002log
Kendyl Johnson*,19,2025,Texas Tech,Big 12,22,65,51,13,8,1,1,1,6,3,1,10,12,0.157,0.328,0.275,0.603,14,0,3,1,0,0,,player.fcgi?id=johnso018ken
Tracer Lopez*,21,2025,Texas Tech,Big 12,53,243,221,34,66,9,0,5,30,12,1,18,36,0.299,0.357,0.407,0.764,90,2,2,2,0,0,,player.fcgi?id=lopez-001tra
Dylan Maxcey,20,2025,Texas Tech,Big 12,36,129,117,10,31,7,0,2,14,2,0,9,20,0.265,0.318,0.376,0.694,44,2,1,0,2,0,,player.fcgi?id=maxcey000dyl
Hudson Parker,22,2025,Texas Tech,Big 12,5,6,5,0,0,0,0,0,0,0,0,0,5,0,0.167,0,0.167,0,0,1,0,0,0,,player.fcgi?id=parker000hud
TJ Pompey,20,2025,Texas Tech,Big 12,19,79,69,16,24,4,0,5,15,5,0,5,25,0.348,0.397,0.623,1.021,43,1,2,1,2,0,,player.fcgi?id=pompey000tj-
Davis Rivers*,20,2025,Texas Tech,Big 12,40,142,122,19,27,11,0,5,26,0,1,12,46,0.221,0.317,0.434,0.751,53,2,6,0,2,0,,player.fcgi?id=rivers000dav
Coleman Ryan,20,2025,Texas Tech,Big 12,38,136,113,17,28,3,1,0,11,4,0,15,28,0.248,0.346,0.292,0.638,33,2,2,6,0,0,,player.fcgi?id=ryan--006col
Antonelli Savattere*,21,2025,Texas Tech,Big 12,41,164,139,23,40,6,1,2,22,1,0,15,28,0.288,0.358,0.389,0.747,54,3,3,2,5,0,,player.fcgi?id=savatt000ant
Peyton Schulze,23,2025,Texas Tech,Big 12,36,119,106,18,25,4,0,3,13,0,0,11,33,0.236,0.311,0.359,0.669,38,8,1,0,1,0,,player.fcgi?id=schulz000pey
Jace Souza*,19,2025,Texas Tech,Big 12,9,31,27,3,6,1,0,0,1,1,0,4,3,0.222,0.323,0.259,0.582,7,1,0,0,0,0,,player.fcgi?id=souza-003jac
Kyeler Thompson,20,2025,Texas Tech,Big 12,49,229,191,37,49,7,2,2,23,29,0,26,32,0.257,0.358,0.346,0.704,66,0,6,3,3,0,,player.fcgi?id=thomps001kye
Robin Villeneuve,21,2025,Texas Tech,Big 12,52,226,189,46,69,18,1,12,49,3,0,26,50,0.365,0.447,0.661,1.108,125,5,6,0,5,0,,player.fcgi?id=villen001rob
Caden Ferraro*,21,2026,Texas Tech,Big 12,52,233,187,44,70,19,0,8,45,1,1,39,36,0.374,0.481,0.604,1.085,113,3,3,0,4,1,,player.fcgi?id=ferrar000cad
Linkin Garcia,20,2026,Texas Tech,Big 12,55,254,231,53,78,21,1,4,59,1,1,19,37,0.338,0.387,0.489,0.877,113,8,1,1,2,0,,player.fcgi?id=garcia002lin
A.J. Goytia,20,2026,Texas Tech,Big 12,13,24,16,4,3,1,0,1,3,0,0,8,8,0.188,0.458,0.438,0.896,7,1,0,0,0,0,,player.fcgi?id=goytia000aj-
Tommy Hanger*,19,2026,Texas Tech,Big 12,6,5,5,1,1,0,0,0,2,0,0,0,2,0.2,0.2,0.2,0.4,1,0,0,0,0,0,,player.fcgi?id=hanger000tho
