Name,Age,Season,Team,Conference,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional,
Dillon Meadows?,--,2020,West Virginia,Big 12,0,0,,0,4,0,,0,0,0,7,3,0,0,0,4,0,9,2,0,0,28,1,3.9,0,5.1,11.6,2.25,,player.fcgi?id=meadow000dil,
Zach Ottinger,20,2020,West Virginia,Big 12,0,0,,1,7,0,,0,0,0,9,7,3,1,0,2,0,9,2,0,2,37,1,7,0,2,9,4.5,,player.fcgi?id=otting000zac,
Noah Short,20,2020,West Virginia,Big 12,0,0,,0,3,0,,0,0,0,2,3,0,0,0,1,1,3,0,0,1,10,2,13.5,0,4.5,13.5,3,,player.fcgi?id=short-000noa,
Jimmy Starnes,19,2020,West Virginia,Big 12,0,0,,inf,1,0,,0,0,0,0,3,4,4,0,0,0,0,1,0,1,4,,,,,,,,player.fcgi?id=starne000jim,
Tyler Strechay,19,2020,West Virginia,Big 12,2,1,0.667,3.07,5,4,,0,0,0,14.2,11,6,5,0,6,0,6,0,1,0,59,1.159,6.8,0,3.7,3.7,1,,player.fcgi?id=strech000tyl,
Jacob Watters,19,2020,West Virginia,Big 12,0,0,,4.7,5,0,,0,0,0,7.2,6,4,4,0,6,0,11,2,0,1,37,1.565,7,0,7,12.9,1.83,,player.fcgi?id=watter000jac,
Jackson Wolf*,21,2020,West Virginia,Big 12,3,1,0.75,1.05,4,4,,0,0,0,25.2,15,4,3,0,5,0,27,2,0,1,96,0.779,5.3,0,1.8,9.5,5.4,,player.fcgi?id=wolf--002jac,
Tim Wynia,19,2020,West Virginia,Big 12,1,0,1,0,2,0,,0,0,0,1.1,1,1,0,0,2,0,2,0,0,1,7,2.25,6.8,0,13.5,13.5,1,,player.fcgi?id=wynia-000tim,
Braden Zarbnisky,23,2020,West Virginia,Big 12,1,0,1,0,4,0,,0,0,2,4.2,1,0,0,0,3,1,8,0,0,0,18,0.857,1.9,0,5.8,15.4,2.67,,player.fcgi?id=zarbni000bra,
Ryan Bergert,19,2019,West Virginia,Big 12,2,0,1,1.85,17,2,,0,0,0,34,23,7,7,2,8,1,38,1,0,3,134,0.912,6.1,0.5,2.1,10.1,4.75,,player.fcgi?id=berger001rya,
Phillip Dull,19,2019,West Virginia,Big 12,0,0,,0,4,0,,0,0,0,2,0,0,0,0,4,0,1,0,0,1,10,2,0,0,18,4.5,0.25,,player.fcgi?id=dull--000phi,
Brock Helverson,19,2019,West Virginia,Big 12,0,1,0,6.75,12,1,,0,0,0,16,17,17,12,1,11,0,14,9,0,7,86,1.75,9.6,0.6,6.2,7.9,1.27,,player.fcgi?id=helver000bro,
Tristen Hudson,19,2019,West Virginia,Big 12,1,0,1,5.23,15,0,,0,0,0,10.1,7,6,6,0,9,1,14,3,0,2,49,1.548,6.1,0,7.8,12.2,1.56,,player.fcgi?id=hudson000tri,
Madison Jeffrey,19,2019,West Virginia,Big 12,0,1,0,6.55,12,0,,0,0,0,11,4,8,8,0,12,1,12,5,0,1,54,1.455,3.3,0,9.8,9.8,1,,player.fcgi?id=jeffer000mad,
Sam Kessler,21,2019,West Virginia,Big 12,4,3,0.571,3.19,24,0,,0,0,8,36.2,30,15,13,3,11,2,46,2,0,6,155,1.118,7.4,0.7,2.7,11.3,4.18,,player.fcgi?id=kessle002sam,
Gabe Kurtzhals,20,2019,West Virginia,Big 12,2,0,1,3.38,13,0,,0,0,0,16,13,8,6,0,6,0,7,1,0,1,68,1.188,7.3,0,3.4,3.9,1.17,,player.fcgi?id=kurtzh000gab,
Beau Lowery*,19,2019,West Virginia,Big 12,0,2,0,4.61,13,0,,0,0,2,13.2,15,7,7,1,11,3,14,2,0,1,64,1.902,9.9,0.7,7.2,9.2,1.27,,player.fcgi?id=lowery000bea,
Alek Manoah,21,2019,West Virginia,Big 12,9,4,0.692,2.08,16,16,,2,2,0,108.1,71,32,25,3,27,0,144,14,3,9,431,0.905,5.9,0.2,2.2,12,5.33,,player.fcgi?id=manoah000ale,
Dillon Meadows?,--,2019,West Virginia,Big 12,0,0,,5.63,17,0,,0,0,2,24,17,15,15,5,11,0,30,2,0,1,99,1.167,6.4,1.9,4.1,11.3,2.73,,player.fcgi?id=meadow000dil,
Zach Ottinger,19,2019,West Virginia,Big 12,2,0,1,4.5,14,0,,0,0,1,20,18,12,10,2,6,0,19,3,0,2,91,1.2,8.1,0.9,2.7,8.6,3.17,,player.fcgi?id=otting000zac,
Zach Reid*,23,2019,West Virginia,Big 12,2,0,1,2.4,19,0,,0,0,1,15,19,5,4,0,8,0,16,5,0,0,75,1.8,11.4,0,4.8,9.6,2,,player.fcgi?id=reid--000zac,
Nick Snyder*,21,2019,West Virginia,Big 12,9,1,0.9,2.65,16,13,,1,1,0,68,42,22,20,1,34,0,103,14,0,4,285,1.118,5.6,0.1,4.5,13.6,3.03,,player.fcgi?id=snyder002nic,
Kade Strowd,21,2019,West Virginia,Big 12,5,6,0.455,4.73,16,15,,0,0,1,83.2,67,49,44,8,59,3,87,5,1,5,377,1.506,7.2,0.9,6.3,9.4,1.47,,player.fcgi?id=strowd000kad,
Jackson Wolf*,20,2019,West Virginia,Big 12,2,4,0.333,5.17,15,13,,0,0,0,69.2,79,44,40,14,31,0,50,5,1,7,315,1.579,10.2,1.8,4,6.5,1.61,,player.fcgi?id=wolf--002jac,
Conner Dotson,22,2018,West Virginia,Big 12,0,1,0,7.2,5,0,,0,0,0,5,8,6,4,0,3,0,5,1,0,2,25,2.2,14.4,0,5.4,9,1.67,,player.fcgi?id=dotson000con,
Shane Ennis,22,2018,West Virginia,Big 12,4,3,0.571,3.22,30,1,,0,0,3,44.2,36,20,16,2,32,1,34,3,0,3,196,1.522,7.3,0.4,6.4,6.9,1.06,,player.fcgi?id=ennis-000sha,
Tristen Hudson,18,2018,West Virginia,Big 12,2,0,1,5.13,24,0,,0,0,0,26.1,28,20,15,1,15,1,25,5,0,1,129,1.633,9.6,0.3,5.1,8.5,1.67,,player.fcgi?id=hudson000tri,
Isaiah Kearns,20,2018,West Virginia,Big 12,3,4,0.429,4.27,13,11,,0,0,0,46.1,45,25,22,6,24,0,53,2,1,0,209,1.489,8.7,1.2,4.7,10.3,2.21,,player.fcgi?id=kearns000isa,
Sam Kessler,20,2018,West Virginia,Big 12,4,0,1,2.86,25,0,,0,0,4,28.1,25,17,9,1,12,0,32,9,1,3,134,1.306,7.9,0.3,3.8,10.2,2.67,,player.fcgi?id=kessle002sam,
Alek Manoah,20,2018,West Virginia,Big 12,3,5,0.375,4,23,8,,0,0,2,54,53,36,24,3,28,1,60,15,1,7,258,1.5,8.8,0.5,4.7,10,2.14,,player.fcgi?id=manoah000ale,
Dillon Meadows?,--,2018,West Virginia,Big 12,0,0,,5,10,0,,0,0,0,9,8,6,5,1,5,0,5,1,0,1,40,1.444,8,1,5,5,1,,player.fcgi?id=meadow000dil,
B.J. Myers,23,2018,West Virginia,Big 12,2,2,0.5,4.19,19,14,,0,0,1,77.1,86,54,36,4,25,1,59,13,1,5,350,1.435,10,0.5,2.9,6.9,2.36,,player.fcgi?id=myers-000bj-,
Jacob Potock,20,2018,West Virginia,Big 12,0,0,,11.57,3,0,,0,0,0,2.1,5,3,3,1,3,1,0,0,0,0,15,3.429,19.3,3.9,11.6,0,0,,player.fcgi?id=potock000jac,
Zach Reid*,22,2018,West Virginia,Big 12,1,0,1,5.79,11,0,,0,0,0,9.1,8,6,6,2,2,0,12,3,0,0,41,1.071,7.7,1.9,1.9,11.6,6,,player.fcgi?id=reid--000zac,
Nick Snyder*,20,2018,West Virginia,Big 12,0,0,,22.5,7,0,,0,0,0,4,4,13,10,1,13,0,6,0,0,2,29,4.25,9,2.3,29.3,13.5,0.46,,player.fcgi?id=snyder002nic,
Kade Strowd,20,2018,West Virginia,Big 12,4,7,0.364,5.74,15,13,,0,0,0,62.2,67,41,40,3,36,0,61,7,0,2,290,1.644,9.6,0.4,5.2,8.8,1.69,,player.fcgi?id=strowd000kad,
Riley Troutt,20,2018,West Virginia,Big 12,0,0,,15.43,5,0,,0,0,0,4.2,9,8,8,1,4,0,2,0,0,2,27,2.786,17.4,1.9,7.7,3.9,0.5,,player.fcgi?id=troutt000ril,
Jackson Wolf*,19,2018,West Virginia,Big 12,1,1,0.5,4.07,17,2,,0,0,0,24.1,19,15,11,2,15,0,24,4,0,1,107,1.397,7,0.7,5.5,8.9,1.6,,player.fcgi?id=wolf--002jac,
Cody Wood,21,2018,West Virginia,Big 12,0,0,,4.7,15,0,,0,0,0,23,24,12,12,2,14,4,14,1,0,2,108,1.652,9.4,0.8,5.5,5.5,1,,player.fcgi?id=wood--000cod,
Christian Young,22,2018,West Virginia,Big 12,3,1,0.75,5.88,17,3,,0,0,0,33.2,29,23,22,6,14,1,35,4,1,6,151,1.277,7.8,1.6,3.7,9.4,2.5,,player.fcgi?id=lindsa003chr,
Braden Zarbnisky,21,2018,West Virginia,Big 12,2,3,0.4,4.62,15,4,,0,0,2,37,39,22,19,4,15,1,35,1,1,1,161,1.459,9.5,1,3.6,8.5,2.33,,player.fcgi?id=zarbni000bra,
Carter Camp?,--,2017,West Virginia,Big 12,0,1,0,8.31,5,3,,0,0,0,8.2,7,8,8,1,8,0,13,1,0,1,40,1.731,7.3,1,8.3,13.5,1.63,,player.fcgi?id=camp--000car,
Tanner Campbell?,--,2017,West Virginia,Big 12,0,0,,0,2,0,,0,0,0,2.1,1,0,0,0,3,0,2,0,0,0,11,1.714,3.9,0,11.6,7.7,0.67,,player.fcgi?id=campbe000tan,
Conner Dotson,21,2017,West Virginia,Big 12,3,3,0.5,5.2,6,6,,0,0,0,27.2,30,19,16,4,19,0,26,3,0,1,129,1.771,9.8,1.3,6.2,8.5,1.37,,player.fcgi?id=dotson000con,
Shane Ennis,21,2017,West Virginia,Big 12,1,0,1,3.68,7,0,,0,0,0,14.2,10,6,6,3,11,0,15,1,0,2,64,1.432,6.1,1.8,6.8,9.2,1.36,,player.fcgi?id=ennis-000sha,
Michael Grove,20,2017,West Virginia,Big 12,3,1,0.75,2.87,9,9,,0,0,0,47,29,18,15,3,15,0,61,0,0,1,184,0.936,5.6,0.6,2.9,11.7,4.07,,player.fcgi?id=grove-000mic,
Isaiah Kearns,19,2017,West Virginia,Big 12,5,0,1,4.75,15,8,,1,0,0,47.1,44,27,25,7,19,1,44,3,0,5,206,1.331,8.4,1.3,3.6,8.4,2.32,,player.fcgi?id=kearns000isa,
Sam Kessler,19,2017,West Virginia,Big 12,1,2,0.333,2.61,17,2,,0,0,1,38,28,13,11,4,19,1,41,5,1,2,162,1.237,6.6,0.9,4.5,9.7,2.16,,player.fcgi?id=kessle002sam,
Alek Manoah,19,2017,West Virginia,Big 12,1,1,0.5,3.07,19,10,,0,0,2,55.2,43,23,19,1,33,0,45,17,2,6,250,1.365,7,0.2,5.3,7.3,1.36,,player.fcgi?id=manoah000ale,
Ryan McDonald,20,2017,West Virginia,Big 12,1,2,0.333,6.04,14,0,,0,0,0,22.1,24,18,15,3,16,1,14,0,0,2,103,1.791,9.7,1.2,6.4,5.6,0.88,,player.fcgi?id=mcdona003rya,
B.J. Myers,22,2017,West Virginia,Big 12,5,5,0.5,4.52,17,16,,1,0,0,97.2,105,53,49,6,21,0,73,7,1,3,415,1.29,9.7,0.6,1.9,6.7,3.48,,player.fcgi?id=myers-000bj-,
Jacob Potock,19,2017,West Virginia,Big 12,0,1,0,4.5,7,0,,0,0,1,10,11,6,5,2,5,0,8,1,1,0,47,1.6,9.9,1.8,4.5,7.2,1.6,,player.fcgi?id=potock000jac,
Jackson Sigman,22,2017,West Virginia,Big 12,6,4,0.6,4.94,36,0,,0,0,0,58.1,53,34,32,9,23,0,73,6,1,2,248,1.303,8.2,1.4,3.5,11.3,3.17,,player.fcgi?id=sigman000jac,
Kade Strowd,19,2017,West Virginia,Big 12,1,3,0.25,5.76,17,8,,0,0,0,45.1,48,30,29,7,28,0,35,6,1,3,214,1.676,9.5,1.4,5.6,6.9,1.25,,player.fcgi?id=strowd000kad,
Riley Troutt,19,2017,West Virginia,Big 12,1,1,0.5,3.18,13,0,,0,0,0,17,15,8,6,0,5,1,12,1,0,0,72,1.176,7.9,0,2.6,6.4,2.4,,player.fcgi?id=troutt000ril,
Frank Vesuvio,19,2017,West Virginia,Big 12,0,0,,3,5,0,,0,0,0,3,1,1,1,0,5,1,2,1,0,2,16,2,3,0,15,6,0.4,,player.fcgi?id=vesuvi000fra,
Cody Wood,20,2017,West Virginia,Big 12,2,0,1,5.4,11,0,,0,0,1,16.2,17,11,10,1,4,0,9,3,1,2,72,1.26,9.2,0.5,2.2,4.9,2.25,,player.fcgi?id=wood--000cod,
Braden Zarbnisky,20,2017,West Virginia,Big 12,6,2,0.75,2.75,23,0,,0,0,6,39.1,35,14,12,2,21,1,46,4,0,4,174,1.424,8,0.5,4.8,10.5,2.19,,player.fcgi?id=zarbni000bra,
Brandon Boone,21,2016,West Virginia,Big 12,1,0,1,3.38,12,0,,0,0,0,18.2,12,8,7,0,16,0,25,2,0,4,88,1.5,5.8,0,7.7,12.1,1.56,,player.fcgi?id=boone-000bra,
Jacob Brewer*,19,2016,West Virginia,Big 12,0,0,,5.4,9,0,,0,0,1,6.2,8,5,4,1,8,0,8,0,0,0,34,2.4,10.8,1.4,10.8,10.8,1,,player.fcgi?id=brewer003jac,
Tanner Campbell?,--,2016,West Virginia,Big 12,2,1,0.667,3.42,6,5,,0,0,0,26.1,24,13,10,1,10,0,18,4,2,1,115,1.291,8.2,0.3,3.4,6.2,1.8,,player.fcgi?id=campbe000tan,
Chad Donato,21,2016,West Virginia,Big 12,3,4,0.429,3.27,15,15,,1,1,0,96.1,86,43,35,3,20,0,111,8,1,2,398,1.1,8,0.3,1.9,10.4,5.55,,player.fcgi?id=donato000cha,
Conner Dotson,20,2016,West Virginia,Big 12,7,4,0.636,4.44,20,4,,0,0,1,48.2,56,30,24,4,24,2,40,3,1,4,225,1.644,10.4,0.7,4.4,7.4,1.67,,player.fcgi?id=dotson000con,
Shane Ennis,20,2016,West Virginia,Big 12,0,0,,6.23,8,0,,0,0,0,4.1,1,3,3,0,6,0,6,2,0,3,22,1.615,2.1,0,12.5,12.5,1,,player.fcgi?id=ennis-000sha,
Michael Grove,19,2016,West Virginia,Big 12,2,4,0.333,3.4,16,7,,0,0,1,45,45,22,17,3,20,1,56,1,0,7,193,1.444,9,0.6,4,11.2,2.8,,player.fcgi?id=grove-000mic,
Jeff Hardy,21,2016,West Virginia,Big 12,0,1,0,7.84,13,0,,0,0,2,20.2,24,19,18,2,10,0,20,1,0,3,99,1.645,10.5,0.9,4.4,8.7,2,,player.fcgi?id=hardy-002jef,
Seth Jordan*,20,2016,West Virginia,Big 12,0,0,,4.5,2,0,,0,0,0,2,2,1,1,1,0,0,2,0,0,0,8,1,9,4.5,0,9,,,player.fcgi?id=jordan000set,
Endy Morales,19,2016,West Virginia,Big 12,0,0,,8.31,6,0,,0,0,0,4.1,4,4,4,0,2,0,2,3,1,0,22,1.385,8.3,0,4.2,4.2,1,,player.fcgi?id=morale000end,
B.J. Myers,21,2016,West Virginia,Big 12,5,3,0.625,4.05,17,10,,0,0,0,66.2,55,37,30,5,22,1,53,3,2,2,268,1.155,7.4,0.7,3,7.2,2.41,,player.fcgi?id=myers-000bj-,
Jacob Potock,18,2016,West Virginia,Big 12,0,0,,8.1,3,0,,0,0,0,3.1,6,3,3,0,1,0,3,0,0,0,16,2.1,16.2,0,2.7,8.1,3,,player.fcgi?id=potock000jac,
Jackson Sigman,21,2016,West Virginia,Big 12,0,0,,3.63,20,0,,0,0,0,17.1,15,9,7,2,9,0,13,0,0,2,74,1.385,7.8,1,4.7,6.8,1.44,,player.fcgi?id=sigman000jac,
Blake Smith,23,2016,West Virginia,Big 12,5,3,0.625,2.2,25,0,,0,0,8,32.2,24,10,8,1,16,2,42,1,1,3,136,1.224,6.6,0.3,4.4,11.6,2.63,,player.fcgi?id=smith-005bla,
Ross Vance*,24,2016,West Virginia,Big 12,7,2,0.778,4.91,18,13,,1,0,0,91.2,89,55,50,8,29,3,91,18,1,3,401,1.287,8.7,0.8,2.8,8.9,3.14,,player.fcgi?id=vance-000ros,
Nick Wernke,21,2016,West Virginia,Big 12,0,0,,4.5,7,0,,0,0,0,6,6,3,3,0,4,0,3,2,1,2,27,1.667,9,0,6,4.5,0.75,,player.fcgi?id=wernke000nic,
Braden Zarbnisky,19,2016,West Virginia,Big 12,4,0,1,4,12,4,,0,0,0,27,24,13,12,1,11,0,25,3,1,1,113,1.296,8,0.3,3.7,8.3,2.27,,player.fcgi?id=zarbni000bra,
Brandon Boone,20,2015,West Virginia,Big 12,0,0,,3.86,6,0,,,0,0,4.2,5,3,2,0,2,0,9,0,0,2,22,1.5,9.6,0,3.9,17.4,4.5,,player.fcgi?id=boone-000bra,
Josh Bornstein,21,2015,West Virginia,Big 12,0,0,,1.5,7,0,,,0,0,6,4,3,1,0,4,0,3,2,0,1,27,1.333,6,0,6,4.5,0.75,,player.fcgi?id=bornst000jos,
Chad Donato,20,2015,West Virginia,Big 12,7,6,0.538,3.07,15,14,,,1,1,96.2,89,41,33,6,20,0,76,6,1,2,402,1.128,8.3,0.6,1.9,7.1,3.8,,player.fcgi?id=donato000cha,
Conner Dotson,19,2015,West Virginia,Big 12,0,4,0,3.88,18,7,,,0,1,55.2,53,28,24,4,27,0,47,7,0,6,251,1.437,8.6,0.6,4.4,7.6,1.74,,player.fcgi?id=dotson000con,
Shane Ennis,19,2015,West Virginia,Big 12,1,3,0.25,6.15,15,6,,,0,0,33.2,36,25,23,2,16,0,18,6,0,5,155,1.545,9.6,0.5,4.3,4.8,1.13,,player.fcgi?id=ennis-000sha,
Jeff Hardy,20,2015,West Virginia,Big 12,2,1,0.667,5.63,19,1,,,0,0,32,40,23,20,1,10,0,31,8,0,7,153,1.563,11.3,0.3,2.8,8.7,3.1,,player.fcgi?id=hardy-002jef,
Alec Horvath,22,2015,West Virginia,Big 12,0,0,,27,1,0,,,0,0,0.1,0,1,1,0,1,0,0,0,0,0,2,3,0,0,27,0,0,,player.fcgi?id=horvat000ale,
Seth Jordan*,19,2015,West Virginia,Big 12,1,0,1,9.45,6,0,,,0,0,6.2,7,7,7,2,5,0,2,2,0,0,32,1.8,9.5,2.7,6.8,2.7,0.4,,player.fcgi?id=jordan000set,
B.J. Myers,20,2015,West Virginia,Big 12,3,5,0.375,3.82,14,9,,,0,0,63.2,61,31,27,4,33,1,60,3,1,2,277,1.476,8.6,0.6,4.7,8.5,1.82,,player.fcgi?id=myers-000bj-,
Shay Phillips?,--,2015,West Virginia,Big 12,0,0,,7.71,2,0,,,0,0,2.1,3,2,2,0,1,0,0,0,0,0,11,1.714,11.6,0,3.9,0,0,,player.fcgi?id=philli004sha,
Jordan Sergent*,20,2015,West Virginia,Big 12,0,0,,3.6,7,0,,,0,0,5,6,3,2,0,4,0,1,1,0,0,27,2,10.8,0,7.2,1.8,0.25,,player.fcgi?id=sergen000jor,
Jackson Sigman,20,2015,West Virginia,Big 12,0,0,,3.38,13,0,,,0,0,8,11,5,3,0,6,0,5,1,0,0,41,2.125,12.4,0,6.8,5.6,0.83,,player.fcgi?id=sigman000jac,
Blake Smith,22,2015,West Virginia,Big 12,4,1,0.8,3.64,20,0,,,0,5,29.2,23,17,12,3,20,4,38,3,0,1,135,1.449,7,0.9,6.1,11.5,1.9,,player.fcgi?id=smith-005bla,
Ross Vance*,23,2015,West Virginia,Big 12,7,5,0.583,3.26,16,15,,,0,0,96.2,91,48,35,4,33,2,81,14,0,1,413,1.283,8.5,0.4,3.1,7.5,2.45,,player.fcgi?id=vance-000ros,
Nick Wernke,20,2015,West Virginia,Big 12,1,0,1,7.88,9,0,,,0,1,8,7,8,7,0,11,0,8,1,0,2,43,2.25,7.9,0,12.4,9,0.73,,player.fcgi?id=wernke000nic,
Zach Bargeron*,23,2014,West Virginia,Big 12,1,1,0.5,7.48,12,3,,,0,0,21.2,30,18,18,1,6,0,6,5,1,3,107,1.662,12.5,0.4,2.5,2.5,1,,player.fcgi?id=barger002zac,
Michael Bennett,--,2014,West Virginia,Big 12,2,3,0.4,5.14,15,2,,,0,1,28,24,16,16,1,15,0,18,1,0,1,121,1.393,7.7,0.3,4.8,5.8,1.2,,player.fcgi?id=bennet003mic,
Sean Carley,23,2014,West Virginia,Big 12,5,3,0.625,2.95,18,9,,,0,4,73.1,74,27,24,2,26,1,47,10,1,3,322,1.364,9.1,0.2,3.2,5.8,1.81,,player.fcgi?id=carley000sea,
Chad Donato,19,2014,West Virginia,Big 12,0,0,,2.7,4,0,,,0,0,3.1,4,2,1,0,1,0,1,2,0,0,16,1.5,10.8,0,2.7,2.7,1,,player.fcgi?id=donato000cha,
Ryan Hostrander?,--,2014,West Virginia,Big 12,0,1,0,4.76,10,0,,,0,0,5.2,5,4,3,0,4,0,4,3,1,2,28,1.588,7.9,0,6.4,6.4,1,,player.fcgi?id=hostra000rya,
Joby Lapkowicz?,--,2014,West Virginia,Big 12,0,0,,6.75,11,0,,,0,0,4,6,4,3,2,5,0,5,1,0,1,25,2.75,13.5,4.5,11.3,11.3,1,,player.fcgi?id=lapkow000job,
John Means*,21,2014,West Virginia,Big 12,6,2,0.75,3.13,12,12,,,0,0,69,73,30,24,2,18,0,46,4,1,5,290,1.319,9.5,0.3,2.3,6,2.56,,player.fcgi?id=means-000joh,
Harrison Musgrave*,22,2014,West Virginia,Big 12,5,3,0.625,2.62,15,15,,,0,0,106.1,90,37,31,5,22,1,87,4,0,6,435,1.053,7.6,0.4,1.9,7.4,3.95,,player.fcgi?id=musgra000har,
Pascal Paul,--,2014,West Virginia,Big 12,0,1,0,2.89,20,0,,,0,2,28,33,12,9,0,17,2,25,5,0,1,137,1.786,10.6,0,5.5,8,1.47,,player.fcgi?id=paul--000pas,
Trevor Simms,22,2014,West Virginia,Big 12,0,1,0,7.56,6,1,,,0,0,8.1,11,7,7,0,6,1,3,6,0,2,47,2.04,11.9,0,6.5,3.2,0.5,,player.fcgi?id=simms-000tre,
Ryan Tezak,22,2014,West Virginia,Big 12,5,1,0.833,4.85,15,0,,,0,1,26,21,16,14,0,18,0,14,4,0,3,120,1.5,7.3,0,6.2,4.8,0.78,,player.fcgi?id=tezak-000rya,
Ross Vance*,22,2014,West Virginia,Big 12,3,4,0.429,3.41,17,7,,,0,0,58,52,25,22,5,19,0,51,8,0,1,243,1.224,8.1,0.8,2.9,7.9,2.68,,player.fcgi?id=vance-000ros,
Corey Walter,21,2014,West Virginia,Big 12,1,6,0.143,5.01,17,5,,,0,4,46.2,51,32,26,4,20,0,20,4,0,2,208,1.521,9.8,0.8,3.9,3.9,1,,player.fcgi?id=walter002cor,
Zach Bargeron*,22,2013,West Virginia,Big 12,0,1,0,6.23,10,3,,,0,0,13,19,13,9,1,14,1,6,1,0,1,70,2.538,13.2,0.7,9.7,4.2,0.43,,player.fcgi?id=barger002zac,
Dan Dierdorff?,--,2013,West Virginia,Big 12,4,8,0.333,5.11,18,13,,,0,1,79.1,91,56,45,3,24,1,47,10,0,4,362,1.45,10.3,0.3,2.7,5.3,1.96,,player.fcgi?id=dierdo000dan,
Tad Dipzinski?,--,2013,West Virginia,Big 12,0,0,,6.75,4,1,,,0,0,4,2,3,3,1,6,0,1,0,0,0,20,2,4.5,2.3,13.5,2.3,0.17,,player.fcgi?id=dipzin000tad,
Brock Dykxhoorn,18,2013,West Virginia,Big 12,2,1,0.667,3.15,10,7,,,0,0,34.1,32,16,12,1,11,1,20,4,0,4,155,1.252,8.4,0.3,2.9,5.2,1.82,,player.fcgi?id=dykxho000bro,
Josh Harlow?,--,2013,West Virginia,Big 12,0,2,0,5.86,15,0,,,0,0,27.2,33,20,18,0,11,1,16,5,0,2,127,1.59,10.7,0,3.6,5.2,1.45,,player.fcgi?id=harlow000jos,
Jared Hill?,--,2013,West Virginia,Big 12,0,0,,3.86,8,0,,,0,0,4.2,5,2,2,0,1,1,5,5,0,3,24,1.286,9.6,0,1.9,9.6,5,,player.fcgi?id=hill--000jar,
Ryan Hostrander?,--,2013,West Virginia,Big 12,2,0,1,3.56,20,0,,,0,0,30.1,36,19,12,2,12,1,17,5,0,1,141,1.582,10.7,0.6,3.6,5,1.42,,player.fcgi?id=hostra000rya,
John Means*,20,2013,West Virginia,Big 12,4,4,0.5,3.34,13,13,,,0,0,72.2,72,37,27,4,22,1,54,8,0,7,319,1.294,8.9,0.5,2.7,6.7,2.45,,player.fcgi?id=means-000joh,
Taylor Munden,19,2013,West Virginia,Big 12,0,1,0,7.27,7,0,,,0,0,8.2,7,8,7,0,7,0,7,0,1,1,40,1.615,7.3,0,7.3,7.3,1,,player.fcgi?id=munden000tay,
Harrison Musgrave*,21,2013,West Virginia,Big 12,9,1,0.9,2.17,14,14,,,3,0,95.1,65,24,23,4,29,1,81,12,1,2,385,0.986,6.1,0.4,2.7,7.6,2.79,,player.fcgi?id=musgra000har,
Pascal Paul,--,2013,West Virginia,Big 12,3,3,0.5,2.76,24,0,,,0,8,32.2,29,11,10,3,13,2,25,8,0,2,144,1.286,8,0.8,3.6,6.9,1.92,,player.fcgi?id=paul--000pas,
Ryan Tezak,21,2013,West Virginia,Big 12,4,0,1,3.93,17,0,,,0,0,36.2,27,18,16,3,20,1,25,2,1,3,160,1.282,6.6,0.7,4.9,6.1,1.25,,player.fcgi?id=tezak-000rya,
Marshall Thompson?,--,2013,West Virginia,Big 12,0,0,,108,1,0,,,0,0,0.1,1,4,4,0,2,0,0,1,0,0,5,9,27,0,54,0,0,,player.fcgi?id=thomps010mar,
Corey Walter,20,2013,West Virginia,Big 12,5,5,0.5,3.65,15,8,,,0,1,66.2,74,37,27,3,28,4,38,10,0,0,312,1.53,10,0.4,3.8,5.1,1.36,,player.fcgi?id=walter002cor,
Eric Anderson,20,2011,Missouri,Big 12,,,,4.75,,9,,,0,,47.1,49,30,25,,16,,26,,,,,1.373,9.3,,3,4.9,1.63,,player.fcgi?id=anders004eri,
Brad Buehler,22,2011,Missouri,Big 12,,,,6.39,,1,,,0,,31,42,25,22,,14,,31,,,,,1.806,12.2,,4.1,9,2.21,,player.fcgi?id=buehle001bra,
Brian Carr?,--,2011,Missouri,Big 12,,,,9,,0,,,0,,1,1,1,1,,1,,1,,,,,2,9,,9,9,1,,player.fcgi?id=carr--000bri,
Ryan Clubb?,--,2011,Missouri,Big 12,,,,36,,0,,,0,,1,2,4,4,,1,,0,,,,,3,18,,9,0,0,,player.fcgi?id=clubb-000rya,
Jeff Emens?,--,2011,Missouri,Big 12,,,,4.29,,0,,,0,,42,58,27,20,,13,,28,,,,,1.69,12.4,,2.8,6,2.15,,player.fcgi?id=emens-000jef,
Kelly Fick?,--,2011,Missouri,Big 12,,,,3.56,,1,,,0,,30.1,30,16,12,,11,,17,,,,,1.352,8.9,,3.3,5,1.55,,player.fcgi?id=fick--000kel,
Eric Garcia,20,2011,Missouri,Big 12,,,,9,,0,,,0,,3,4,4,3,,3,,3,,,,,2.333,12,,9,9,1,,player.fcgi?id=garcia003eri,
Zack Hardoin*,22,2011,Missouri,Big 12,,,,5.74,,9,,,0,,31.1,35,25,20,,17,,28,,,,,1.66,10.1,,4.9,8,1.65,,player.fcgi?id=hardoi000zac,
James Hudelson,21,2011,Missouri,Big 12,,,,6.75,,0,,,0,,4,8,4,3,,2,,1,,,,,2.5,18,,4.5,2.3,0.5,,player.fcgi?id=hudels000jam,
Phil McCormick*,22,2011,Missouri,Big 12,,,,3.46,,0,,,0,,65,54,31,25,,33,,57,,,,,1.338,7.5,,4.6,7.9,1.73,,player.fcgi?id=mccorm000phi,
